corporate_identification_number,company_name,registered_state,date,rank
U51909TG2020PTC138786,INSTROHUB PRIVATE LIMITED,Telangana,2020-01-29,3
U51909TG2020PTC138794,EVERCPS ESECURE PRIVATE LIMITED,Telangana,2020-01-29,3
U51909TG2020PTC138804,GREENTREE SOLAR SOLUTIONS PRIVATELIMITED,Telangana,2020-01-29,3
U51909TG2020PTC138820,ATLANTA CROP PRIVATE LIMITED,Telangana,2020-01-29,3
U72900TG2020PTC138785,PRESTART INDIA PRIVATE LIMITED,Telangana,2020-01-29,3
U72900TG2020PTC138793,CLOUD2OPEN TECHNOLOGIES PRIVATE LIMITED,Telangana,2020-01-29,3
U72900TG2020PTC138797,RIGHTDATA LABS PRIVATE LIMITED,Telangana,2020-01-29,3
U72900TG2020PTC138800,AQUARIENT TECHNOLOGIES PRIVATE LIMITED,Telangana,2020-01-29,3
U72900TG2020PTC138809,XINTAI TECHNOLOGIES PRIVATE LIMITED,Telangana,2020-01-29,3
U72900TG2020PTC138811,ANALYTICS INTELL PRIVATE LIMITED,Telangana,2020-01-29,3
U72900TG2020PTC138817,AJS TECHNO SERVICES PRIVATE LIMITED,Telangana,2020-01-29,3
U72900TG2020PTC138824,YEXLE DIGITAL SERVICES INDIA PRIVATELIMITED,Telangana,2020-01-29,3
U74110TG2020PTC138791,SHRI SAASHTA CONSULTANTS PRIVATE LIMITED,Telangana,2020-01-29,3
U45201TG2020PTC138789,C.A.C PROJECTS PRIVATE LIMITED,Telangana,2020-01-29,3
U22300TG2020PTC138784,AAPOON MEDIA PRIVATE LIMITED,Telangana,2020-01-29,3
U74999TG2020PTC138795,ASHRA TECHNOLOGIES PRIVATE LIMITED,Telangana,2020-01-29,3
U74999TG2020PTC138796,MGUDA TECHNOLOGIES PRIVATE LIMITED,Telangana,2020-01-29,3
U74999TG2020PTC138798,3-9E INNOWORKS PRIVATE LIMITED,Telangana,2020-01-29,3
U74999TG2020PTC138802,TULJA BHAVANI LOGISTICS PRIVATE LIMITED,Telangana,2020-01-29,3
U74999TG2020PTC138812,SYSOFT IT & STAFFING SOLUTIONS PRIVATELIMITED,Telangana,2020-01-29,3
U74999TG2020PTC138815,GVR CLEANING SERVICES PRIVATE LIMITED,Telangana,2020-01-29,3
U74999TG2020PTC138816,DATTHAGURU COMMUNICATIONS PRIVATELIMITED,Telangana,2020-01-29,3
U45209TG2020PTC138818,NIHANTH INFRA SOLUTIONS PRIVATE LIMITED,Telangana,2020-01-29,3
U45309TG2020PTC138825,GRUHASHILPI INFRA PRIVATE LIMITED,Telangana,2020-01-29,3
U45500TG2020PTC138807,PHOENIX SEZ DEVELOPERS PRIVATE LIMITED,Telangana,2020-01-29,3
U50100TG2020PTC138813,EVEY TRANS (MPS) PRIVATE LIMITED,Telangana,2020-01-29,3
U50404TG2020PTC138792,NEURON AUTOMOTIVE PRIVATE LIMITED,Telangana,2020-01-29,3
U74994TG2020PTC138803,SAMRUDHI ENTERTAINMENTS PRIVATE LIMITED,Telangana,2020-01-29,3
U01100TG2020PTC138783,SRI SVT AGRO RICE INDUSTRIES PRIVATELIMITED,Telangana,2020-01-28,4
U70103TG2020PTC138749,ASPIREALTY HOMES PRIVATE LIMITED,Telangana,2020-01-28,4
U70103TG2020PTC138782,A-ONE ECO-BUILDERS PRIVATE LIMITED,Telangana,2020-01-28,4
U11200TG2020PTC138756,L&L GAS PRIVATE LIMITED,Telangana,2020-01-28,4
U24304TG2020PTC138777,AK REDDY CHEMTECH PRIVATE LIMITED,Telangana,2020-01-28,4
U45200TG2020PTC138768,SRI THANVI INFRA DEVELOPERS PRIVATELIMITED,Telangana,2020-01-28,4
U72200TG2020PTC138754,VV TECHNOLOGY PLUS PRIVATE LIMITED,Telangana,2020-01-28,4
U72200TG2020PTC138774,IT RECTORS PRIVATE LIMITED,Telangana,2020-01-28,4
U93090TG2020PTC138766,DEALAMAZE INDIA PRIVATE LIMITED,Telangana,2020-01-28,4
U92410TG2020PTC138775,ROLEMEDIA PRIVATE LIMITED,Telangana,2020-01-28,4
U55101TG2020PTC138773,DIAMOND CITY HOTELS & RESORTS PRIVATELIMITED,Telangana,2020-01-28,4
U34300TG2020PTC138760,GODI INDIA PRIVATE LIMITED,Telangana,2020-01-28,4
U36109TG2020PTC138764,M.SENOR INDUSTRIES PRIVATE LIMITED,Telangana,2020-01-28,4
U36999TG2020PTC138755,SRI GANANADHA ENGINEERING INDUSTRIESPRIVATE LIMITED,Telangana,2020-01-28,4
U37100TG2020PTC138752,RADDI BAZAAR INDUSTRIES PRIVATE LIMITED,Telangana,2020-01-28,4
U72900TG2020PTC138750,STA SOLUTIONS PRIVATE LIMITED,Telangana,2020-01-28,4
U72900TG2020PTC138757,TANGENSIS IT SOLUTIONS PRIVATE LIMITED,Telangana,2020-01-28,4
U72900TG2020PTC138758,UNITED DATA ANALYTICS AND SOLUTIONSPRIVATE LIMITED,Telangana,2020-01-28,4
U72900TG2020PTC138759,SVNU TECHNOLOGIES PRIVATE LIMITED,Telangana,2020-01-28,4
U72900TG2020PTC138762,NESTACK TECHNOLOGIES PRIVATE LIMITED,Telangana,2020-01-28,4
U72900TG2020PTC138763,DTAI INNOVATION LABS PRIVATE LIMITED,Telangana,2020-01-28,4
U72900TG2020PTC138769,SUCCOR TECHNOLOGIES INDIA PRIVATELIMITED,Telangana,2020-01-28,4
U72900TG2020PTC138771,TAIPEAK SOFTWARE SERVICES PRIVATELIMITED,Telangana,2020-01-28,4
U72900TG2020PTC138776,LEADDRIZZLE TECHNOLOGIES PRIVATE LIMITED,Telangana,2020-01-28,4
U72900TG2020PTC138778,EAST2WEST VENTURES PRIVATE LIMITED,Telangana,2020-01-28,4
U72900TG2020PTC138779,NRB TECH PRIVATE LIMITED,Telangana,2020-01-28,4
U22219TG2020OPC138761,ACQUAINT PUBLICATIONS (OPC) PRIVATELIMITED,Telangana,2020-01-28,4
U74999TG2020PTC138751,BOONFARM ENVIRONMENTAL SCIENCE PRIVATELIMITED,Telangana,2020-01-28,4
U74999TG2020PTC138753,EVEY TRANS (KTC) PRIVATE LIMITED,Telangana,2020-01-28,4
U74999TG2020PTC138767,EDURIT ENTERPRISE PRIVATE LIMITED,Telangana,2020-01-28,4
U74999TG2020PTC138770,EVEY TRANS (UKS) PRIVATE LIMITED,Telangana,2020-01-28,4
U74999TG2020PTC138772,JCN VIRTUE PRIVATE LIMITED,Telangana,2020-01-28,4
U74999TG2020PTC138780,ALLIANCE INFOMOVE PRIVATE LIMITED,Telangana,2020-01-28,4
U74999TG2020PTC138781,EPOLITICALGURU PRIVATE LIMITED,Telangana,2020-01-28,4
U74994TG2020PTC138765,VOEU MAGAZINE PRIVATE LIMITED,Telangana,2020-01-28,4
U24290TG2020PTC138709,SREE RITHIKA LABORATORIES PRIVATELIMITED,Telangana,2020-01-27,5
U70109TG2020PTC138732,SIRICHANDANAVANAM DEVELOPERS INDIAPRIVATE LIMITED,Telangana,2020-01-27,5
U27200TG2020PTC138717,AMBAJI JEWELLERS PRIVATE LIMITED,Telangana,2020-01-27,5
U25209TG2020PTC138727,S2KPL INDUSTRIES PRIVATE LIMITED,Telangana,2020-01-27,5
U70100TG2020PTC138713,MAWHAB SOLUTIONS PRIVATE LIMITED,Telangana,2020-01-27,5
U70100TG2020PTC138744,EARLY BIRD PROPERTIES PRIVATE LIMITED,Telangana,2020-01-27,5
U93090TG2020NPL138741,POWERGANIC FOUNDATION,Telangana,2020-01-27,5
U93090TG2020PTC138743,TURNKEYOFFICEINDIA PRIVATE LIMITED,Telangana,2020-01-27,5
U85120TG2020PTC138729,AARVI DENTAL CARE PRIVATE LIMITED,Telangana,2020-01-27,5
U85300TG2020NPL138719,GURUMAA MANISHA DIDI FOUNDATION,Telangana,2020-01-27,5
U80903TG2020PTC138721,SHRIKARA NARAYANA PRIVATE LIMITED,Telangana,2020-01-27,5
U33309TG2020PTC138712,CURETEC HEALTHCARE PRIVATE LIMITED,Telangana,2020-01-27,5
U15549TG2020PTC138710,FUTURO ALIMENTO PRIVATE LIMITED,Telangana,2020-01-27,5
U51909TG2020PTC138715,F2R MART PRIVATE LIMITED,Telangana,2020-01-27,5
U51909TG2020PTC138745,ARVAKKULA ENTERPRISES PRIVATE LIMITED,Telangana,2020-01-27,5
U65992TG2020PTC138711,MANIVARSHITHA CHIT FUNDS PRIVATE LIMITED,Telangana,2020-01-27,5
U66000TG2020PTC138716,FINFETCH FINANCIAL SERVICES IMF PRIVATELIMITED,Telangana,2020-01-27,5
U72900TG2020FTC138714,BYTEXL INDIA PRIVATE LIMITED,Telangana,2020-01-27,5
U72900TG2020PTC138718,CODERPLEX TECHNOLOGIES PRIVATE LIMITED,Telangana,2020-01-27,5
U72900TG2020PTC138724,BATCH & QUEUE TECHNOLOGIES PRIVATELIMITED,Telangana,2020-01-27,5
U72900TG2020PTC138728,TECHSENTIAL INFOTECH PRIVATE LIMITED,Telangana,2020-01-27,5
U72900TG2020PTC138731,SPICASTREAM SOLUTIONS PRIVATE LIMITED,Telangana,2020-01-27,5
U72900TG2020PTC138733,FUTURE DECODE TECHNO ENGINEERING &CONSULTING PRIVATE LIMITED,Telangana,2020-01-27,5
U72900TG2020PTC138735,GIANT SECURE SOLUTIONS PRIVATE LIMITED,Telangana,2020-01-27,5
U72900TG2020PTC138737,STACKSAVE VENKATA SOLUTIONS PRIVATELIMITED,Telangana,2020-01-27,5
U72900TG2020PTC138739,DIGITAL BOT SOLUTIONS PRIVATE LIMITED,Telangana,2020-01-27,5
U72900TG2020PTC138746,TRADITS PRIVATE LIMITED,Telangana,2020-01-27,5
U74140TG2020PTC138726,INDURA BUSINESS SOLUTIONS PRIVATELIMITED,Telangana,2020-01-27,5
U74999TG2020OPC138734,WISTEN TUNES (OPC) PRIVATE LIMITED,Telangana,2020-01-27,5
U74999TG2020PTC138720,SBK IMPEX PRIVATE LIMITED,Telangana,2020-01-27,5
U74999TG2020PTC138722,AADHYA CONSULTANCY SERVICES PRIVATELIMITED,Telangana,2020-01-27,5
U74999TG2020PTC138736,EVEY TRANS (SMC) PRIVATE LIMITED,Telangana,2020-01-27,5
U74999TG2020PTC138740,INVENTE INNOVATION LABS PRIVATE LIMITED,Telangana,2020-01-27,5
U74999TG2020PTC138742,KSA BUSINESS SERVICE PRIVATE LIMITED,Telangana,2020-01-27,5
U74999TG2020PTC138748,EVEY TRANS (IDR) PRIVATE LIMITED,Telangana,2020-01-27,5
U65929TG2020PTC138747,SRI SWARNA DURGA CHITS PRIVATE LIMITED,Telangana,2020-01-27,5
U45309TG2020PTC138708,VSR&PR ENGINEERING WORKS PRIVATE LIMITED,Telangana,2020-01-27,5
U45309TG2020PTC138723,ANIRUDH CONSTRUCTIONS PRIVATE LIMITED,Telangana,2020-01-27,5
U45309TG2020PTC138730,DSPRIME INFRATECH PRIVATE LIMITED,Telangana,2020-01-27,5
U45309TG2020PTC138738,KEY INFRATECH PRIVATE LIMITED,Telangana,2020-01-27,5
U45401TG2020PLC138725,MAHAVI LIMITED,Telangana,2020-01-27,5
U80903TR2020PTC013758,COMFRONT SERVICES PRIVATE LIMITED,Tripura,2020-01-30,1
U73200TR2020OPC013757,CARBONLIFESCIENCE (OPC) PRIVATE LIMITED,Tripura,2020-01-28,2
U01111TR2020PTC013756,KWSARANG ORGANIC PRODUCER COMPANYLIMITED,Tripura,2020-01-24,3
U01400TR2020PTC013755,UNAKOTI ORGANIC PRODUCER COMPANY LIMITED,Tripura,2020-01-23,4
U25209TR2020PTC013754,TRUEMAXX RUBBER PRIVATE LIMITED,Tripura,2020-01-17,5
U01110UP2020PTC126424,MYGREAT LIFECARE MARKETING INDIA PRIVATELIMITED,Uttar Pradesh,2020-01-31,1
U74999UP2020PTC126425,HOSPCARE SERVICES PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U24100UP2020PTC126459,GHARRDA CROPCARE PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U74999UP2020PTC126435,HELLES TALENT SOLUTIONS PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U24110UP2020PTC126437,REMARK LIFE CARE PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U74999UP2020PTC126439,SARANEW LIFE CARE PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U70109UP2020PTC126423,ROLEX INFRA VENTURES PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U74999UP2020PTC126448,SAFELY YOURS PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U70109UP2020PTC126453,TEJJAS INFRACOM PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U74999UP2020PTC126450,RASHNA VENTURES PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U70109UP2020PTC126454,YASHODAWORLD PROJECTS PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U74999UP2020PTC126452,VERMOGEN TECHNOLOGIES PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U70109UP2020PTC126456,YAMUNA BUILDTECH PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U74999UP2020PTC126462,TERBY ENTERPRISES PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U70109UP2020PTC126481,CHANOTRA CONSULTANCY PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U74999UP2020PTC126478,AICRON SOLUTIONS PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U70200UP2020PTC126449,NEWEDGE BUILDERS PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U74999UP2020PTC126483,FIXITBOX INDIA SERVICES PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U29309UP2020PTC126447,ABHIRAJ BUSINESS ENTERPRISES PRIVATELIMITED,Uttar Pradesh,2020-01-31,1
U50100UP2020PTC126465,HMS PETROLEUM PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U29309UP2020PTC126455,NEW MO TRADING PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U50100UP2020PTC126477,GARAGE MAHAL INDIA PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U31909UP2020PTC126460,FIXEDEVICE PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U74910UP2020PTC126433,K.S MANPOWER AND LOGISTICS SERVICESPRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U01400UP2020PTC126432,JAYSHREEKRISHNA FARMER PRODUCER COMPANYLIMITED,Uttar Pradesh,2020-01-31,1
U01409UP2020PTC126461,HARIDWAI FARMER'S PRODUCER COMPANYLIMITED,Uttar Pradesh,2020-01-31,1
U70100UP2020PTC126442,SMARTVALLEY BUILDERS PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U72200UP2020OPC126440,CLOUD GENIX TECHNOLOGY (OPC) PRIVATELIMITED,Uttar Pradesh,2020-01-31,1
U72200UP2020PTC126457,WINGCORE TECHNOLOGY PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U93090UP2020PTC126427,TISB MANAGEMENT SERVICES PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U93090UP2020PTC126446,APEX DIGITAL NETWORK PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U15134UP2020PTC126451,VEJOY FOODS PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U15400UP2020PTC126438,BIRYANI'S MOGUL PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U15400UP2020PTC126472,GREEN ROOT ORGANIC PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U63030UP2020PTC126466,SPARTA MOTORS PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U63040UP2020PTC126430,MAAN TOUR AND TRAVELS PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U85300UP2020NPL126443,JUST UNITE FOUNDATION,Uttar Pradesh,2020-01-31,1
U85300UP2020NPL126473,MADHUR CHAYA FOUNDATION,Uttar Pradesh,2020-01-31,1
U85300UP2020NPL126480,UTTHAN SOCIAL DEVELOPMENT ASSOSCIATION,Uttar Pradesh,2020-01-31,1
U92190UP2020PTC126475,MANCH MAZA PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U52520UP2020PTC126436,3S EXIM PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U55100UP2020PTC126458,BOBIS FOODS PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U55101UP2020PTC126467,SILVERGRAND MAHI HOSPITALITY PRIVATELIMITED,Uttar Pradesh,2020-01-31,1
U80900UP2020PTC126484,PROFICIENT GLOBAL CAREER BUILDERSPRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U80902UP2020PTC126474,POP-U-CLARITY PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U80904UP2020PTC126428,PREPONN EDUCATION PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U80904UP2020PTC126470,BBTSAP INSTITUTIONS PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U15549UP2020PTC126434,SAMUNDARA AGRO FOODS INDUSTRY PRIVATELIMITED,Uttar Pradesh,2020-01-31,1
U51909UP2020PTC126445,GENCO AGRO GENETIC CROP SCIENCE PRIVATELIMITED,Uttar Pradesh,2020-01-31,1
U65990UP2020PLN126476,AKSHITA NIDHI LIMITED,Uttar Pradesh,2020-01-31,1
U65990UP2020PTC126463,LOK SAMRIDDHI MICRO FINANCE PRIVATELIMITED,Uttar Pradesh,2020-01-31,1
U67110UP2020PTC126426,INITIA GLOBAL RESEARCH PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U72900UP2020PTC126464,SURELOCAL TECHNOLOGIES PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U72900UP2020PTC126469,TISHA SERVICES PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U72900UP2020PTC126482,CODIUS SYSTEMS PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U73100UP2020PTC126429,RGA MARKET RESEARCH PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U45201UP2020PTC126479,KRISHNAVADHESH RASTOGI PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U45202UP2020PTC126431,RAMAVEDA INFRATECH PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U74140UP2020PTC126471,TREATOPEDIA TECHNOLOGIES PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U22219UP2020PTC126444,PIFFLE MEDIA AND ADVERTISEMENT PRIVATELIMITED,Uttar Pradesh,2020-01-31,1
U22300UP2020PTC126441,AMBIENCE CAREER PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U22300UP2020PTC126468,GITKRI EVENTS PRIVATE LIMITED,Uttar Pradesh,2020-01-31,1
U74999UP2020PTC126367,SKYINDIA INTERIORS PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U24230UP2020PTC126381,SRIVINDA NUTRIVET PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U74999UP2020PTC126378,OZONE HR SOLUTIONS PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U24290UP2020PTC126420,QONEXA LIFECARE PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U74999UP2020PTC126379,ASPIRATIVE CREATIVE VENTURES PRIVATELIMITED,Uttar Pradesh,2020-01-30,2
U70109UP2020OPC126395,UNIGLOBAL CREATION (OPC) PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U74999UP2020PTC126389,CHANKYA MARKETING PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U70109UP2020PTC126371,AMM DEVELOPERS PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U74999UP2020PTC126400,INARA MARKETING AND CONSULTANCY PRIVATELIMITED,Uttar Pradesh,2020-01-30,2
U70109UP2020PTC126376,SAG INFRAHEIGHTS PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U74999UP2020PTC126401,SAKUSHAL KRISHI MANPOWER SERVICESPRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U70109UP2020PTC126390,Z-SQUARE INFRAHOUSING AND CONSTRUCTIONPRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U74999UP2020PTC126408,MIXTURE PHARMA PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U70109UP2020PTC126410,RAMRAJA SARKAR DEVELOPERS PRIVATELIMITED,Uttar Pradesh,2020-01-30,2
U74999UP2020PTC126409,EMINENCE IP SOLUTIONS PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U70200UP2020PTC126407,FORCE REAL INFRAESTATE PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U74999UP2020PTC126418,TRUSTED MULTISERVICES PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U70200UP2020PTC126415,JBRS INFRA DEVELOPERS PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U74999UP2020PTC126421,TAGLICH SERVICES PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U31402UP2020PTC126391,3GEOMETRE INNOVATIONS PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U65929UP2020PLN126382,SADHNABHOOMI INDIA NIDHI LIMITED,Uttar Pradesh,2020-01-30,2
U31900UP2020PTC126393,OQTAS TECHNOLOGIES PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U45309UP2020PTC126399,SARJUDAEY INFRASTRUCTURE PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U32209UP2020FTC126368,DIJING ELECTRONICS TECHNOLOGY INDIAPRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U50400UP2020PTC126385,ANNANT TRUCKING PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U01400UP2020PTC126387,DEEP MANAV FARMER PRODUCER COMPANYLIMITED,Uttar Pradesh,2020-01-30,2
U74910UP2020PTC126411,BUTAR MANPOWER SOLUTIONS PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U25199UP2020PTC126369,FORTUNA INDUSTRIES PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U74994UP2020PTC126363,ISGS BUSINESS PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U70100UP2020PTC126372,POLLUX BUILDERS AND DEVELOPERS PRIVATELIMITED,Uttar Pradesh,2020-01-30,2
U93000UP2020PTC126406,SEVARI SERVICES PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U15400UP2020PTC126362,ABSOLUTE TRADITIONAL FOODS PRIVATELIMITED,Uttar Pradesh,2020-01-30,2
U60220UP2020OPC126375,SHAILENDRA TRANSPORT (OPC) PRIVATELIMITED,Uttar Pradesh,2020-01-30,2
U85300UP2020NPL126402,REACHING HAND FOUNDATION,Uttar Pradesh,2020-01-30,2
U85300UP2020PTC126414,SKINCLIN SKIN & HAIR INSTITUTE PRIVATELIMITED,Uttar Pradesh,2020-01-30,2
U92410UP2020PTC126413,FLYBY INTERNATIONAL PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U92490UP2020PTC126392,CREATIVEMOVIE ENTERTAINMENT PRIVATELIMITED,Uttar Pradesh,2020-01-30,2
U52603UP2020PTC126373,AARCHY MARKETING PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U80902UP2020NPL126404,BLACKPOTTERY FOUNDATION,Uttar Pradesh,2020-01-30,2
U80904UP2020PTC126412,ARSTED EDUCATION PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U80904UP2020PTC126416,PUCHOTO EDUCATION PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U36990UP2020FTC126396,BESTLY PRECISION TECHNOLOGY PRIVATELIMITED,Uttar Pradesh,2020-01-30,2
U16009UP2020PTC126383,UPATI INDUSTRIES PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U51909UP2020PTC126364,COLIV CERAMIC PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U51909UP2020PTC126384,KANPUR TRADEMART PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U65990UP2020PLN126361,SHAMCARE MUTUAL BENEFIT NIDHI LIMITED,Uttar Pradesh,2020-01-30,2
U65990UP2020PLN126366,N.GRAMIN NIDHI LIMITED,Uttar Pradesh,2020-01-30,2
U65990UP2020PLN126380,AWADH GRAM VIKASH NIDHI LIMITED,Uttar Pradesh,2020-01-30,2
U65990UP2020PTC126377,YATHARTH MICRO FINANCE PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U72900UP2020PTC126370,GINDOWA TECHNOLOGIES PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U72900UP2020PTC126397,INFORY PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U72900UP2020PTC126398,AUCTOMATE TECHNOLOGIES PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U72900UP2020PTC126403,GSYNERGY INDIA PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U72900UP2020PTC126405,RUITLABS INDIA PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U72900UP2020PTC126417,ZAMEEN XPERT PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U72900UP2020PTC126419,SOURCE CODE AUTOMATION PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U73200UP2020PTC126388,MONARK S4S PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U45201UP2020PTC126365,LONGWIN ENVIRONMENTAL TECHNOLOGY INDIAPRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U45201UP2020PTC126374,MALTI TOTAL SOLUTION PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U45201UP2020PTC126386,STRUQTIVE INFRA SERVICES PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U45201UP2020PTC126394,SATYAMURTHY INFRATECH PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U52208UP2020PTC126422,AMAR SPIRITS PRIVATE LIMITED,Uttar Pradesh,2020-01-30,2
U74999UP2020OPC126308,URR CABLE INDUSTRIES (OPC) PRIVATELIMITED,Uttar Pradesh,2020-01-29,3
U24230UP2020PTC126290,CERXA LIFESCIENCES AND PHARMACEUTICALSPRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U74999UP2020PLC126289,TANISHKA INDIA MUILTI SERVICE LIMITED,Uttar Pradesh,2020-01-29,3
U70109UP2020PTC126299,AHG BUILDERS PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U74999UP2020PTC126294,BEEFORD MARKETING PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U70109UP2020PTC126313,TOWN HOLD REAL ESTATE PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U74999UP2020PTC126295,DOMUSHYGIENE CONSUMER CARE PRIVATELIMITED,Uttar Pradesh,2020-01-29,3
U70109UP2020PTC126340,ASHIYANARAJ INFRATECH PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U74999UP2020PTC126305,OMELEVATOR PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U70200UP2020PTC126353,SATYA SEWA DEVELOPERS & PROMOTERSPRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U74999UP2020PTC126316,XMORE TECHNOLOGIES PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U29306UP2020PTC126325,SAKASH APPLIANCES PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U74999UP2020PTC126328,BLUEHAWK ELECTRIC VEHICLES INDIA PRIVATELIMITED,Uttar Pradesh,2020-01-29,3
U31909UP2020OPC126315,KRISTONE INNOVATIVE SOLUTIONS (OPC)PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U74999UP2020PTC126330,SHREE VRUDDHI ASTRO PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
