corporate_identification_number,company_name,registered_state,date,rank
U02000UP2020PTC126346,BHOOMI HERBAL BIO PLANTEC TECHNOLOGYPRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U74999UP2020PTC126336,JOYFUL LIFE PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U67190UP2020PTC126287,FUTURE BRIGHT SERVICES PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U74999UP2020PTC126337,AKASHUDAAN INFRA PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U70100UP2020PTC126291,JAYSHRI REAL ESTATE AND DIGITAL SERVICESPRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U74999UP2020PTC126343,POWERPROFIT TECHNOLOGIES PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U72200UP2020PTC126326,HADI ENTERPRISES PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U74999UP2020PTC126352,SECURE SERVICE GLOBAL SECURITY PRIVATELIMITED,Uttar Pradesh,2020-01-29,3
U95000UP2020PTC126347,HELF AT HOME SERVICES PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U74999UP2020PTC126359,RAJKALI ENTERTAINMENT PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U15134UP2020PTC126342,AB WAZIRI FOODS TRADING PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U64201UP2020PTC126298,FROG SERVICES PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U15490UP2020PTC126332,ATHRAV MANAGEMENT PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U65929UP2020PLN126304,MOOLMUDRA CARE NIDHI LIMITED,Uttar Pradesh,2020-01-29,3
U55209UP2020PTC126334,STAFFORD HOLIDAYS PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U45309UP2020PTC126307,RAJAWAT ENCLAVE PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U55209UP2020PTC126358,SPARTA INN PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U45309UP2020PTC126335,VIRIBUS DESIGN BUILD PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U63030UP2020PTC126309,AIRDASH TRAVELS AND EVENTS PRIVATELIMITED,Uttar Pradesh,2020-01-29,3
U45400UP2020PTC126351,AMBEYVALLEY CAREER PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U85199UP2020NPL126318,NVS METAL FOUNDATION,Uttar Pradesh,2020-01-29,3
U74910UP2020PTC126338,PREPONDERANT OUTSOURCING MANAGEMENTPRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U85300UP2020NPL126310,VICTOR MICRO BENEFIT FOUNDATION,Uttar Pradesh,2020-01-29,3
U85300UP2020NPL126317,CHAMPION MICROCREDIT FOUNDATION,Uttar Pradesh,2020-01-29,3
U85300UP2020NPL126331,BUNDELKHAND FOOD PROCESSIING ASSOCIATION,Uttar Pradesh,2020-01-29,3
U85300UP2020NPL126349,DEVIPATAN WELFARE FOUNDATION,Uttar Pradesh,2020-01-29,3
U85300UP2020PTC126324,UMAR HEALTHCARE PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U92490UP2020PTC126333,FITVILLA FITNESS CENTRE PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U92490UP2020PTC126354,FRISKY EVENTS AND PROMOTIONS PRIVATELIMITED,Uttar Pradesh,2020-01-29,3
U52520UP2020PTC126327,HIRECASA MARKETING PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U52602UP2020PTC126323,ZUZU RETAIL INDIA PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U80900UP2020PTC126300,GURUDRONA MENTORS PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U80903UP2020PTC126302,VIDYANIDHI GENEXT SOLUTIONS PRIVATELIMITED,Uttar Pradesh,2020-01-29,3
U85100UP2020NPL126360,AHANA AARUSH FOUNDATION,Uttar Pradesh,2020-01-29,3
U85100UP2020PTC126296,MIRUS CRITICAL CARE HEALTH CENTREPRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U36109UP2020PTC126321,VASHISTH INTERIORS PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U15549UP2020PTC126322,KATORE CHATORE PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U51909UP2020PTC126311,NANAKCHAND DISTRIBUTORS PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U51909UP2020PTC126319,FLIKKAR SERVICES PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U51909UP2020PTC126344,SHAHID & MUSTAFA TRADERS PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U51909UP2020PTC126348,MEDIVENTIS ENDEAVORS PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U65990UP2020PLN126297,AYUSH BENEFITS NIDHI LIMITED,Uttar Pradesh,2020-01-29,3
U67100UP2020PTC126341,SHREE KULDIPSINGH THAKUR MICRO FINANCEPRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U72900UP2020PTC126286,SECURE RPO PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U72900UP2020PTC126288,INNOVATIVE MARKETING MANAGEMENT PRIVATELIMITED,Uttar Pradesh,2020-01-29,3
U72900UP2020PTC126303,7SKY TECHNOLOGY PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U72900UP2020PTC126306,ONLIVE SERVER PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U72900UP2020PTC126312,LINUXPECT PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U72900UP2020PTC126329,TECHDERA SERVICES PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U72900UP2020PTC126350,ZIGGAMART SOFTWARE PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U72900UP2020PTC126356,RAM TECHART DIGITAL SOLUTIONS PRIVATELIMITED,Uttar Pradesh,2020-01-29,3
U45201UP2020PTC126292,INOFNITY PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U45201UP2020PTC126314,YTRACK SOLUTIONS PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U45201UP2020PTC126339,RUDRATECH INFRA PROJECTS PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U45203UP2020PTC126301,SD TANYA DEVELOPERS PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U74140UP2020PTC126345,DWARIKA CAPITAL PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U22300UP2020PTC126320,CHARCHAAAJKI MEDIA PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U52200UP2020PTC126357,SNG ALLIANCE PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U52311UP2020OPC126293,SHARMA MEDICOS (OPC) PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U52339UP2020PTC126355,MANNPURAN RETAIL INDIA PRIVATE LIMITED,Uttar Pradesh,2020-01-29,3
U74999UP2020PTC126231,NARITVAM CARE PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U01100UP2020PTC126248,DS VALLEY FARMS PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U74999UP2020PTC126235,QD MED PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U01111UP2020PTC126277,VARTUL AGRO FARMER PRODUCER COMPANYLIMITED,Uttar Pradesh,2020-01-28,4
U74999UP2020PTC126239,VIP TECHINDIA PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U70109UP2020PTC126227,SAPELITE HOMES PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U74999UP2020PTC126247,SUPCENTRA PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U70109UP2020PTC126243,ASSISTANA PROPERTY SERVICES PRIVATELIMITED,Uttar Pradesh,2020-01-28,4
U74999UP2020PTC126252,AYONEEJA SERVICES PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U70109UP2020PTC126265,ORIONS INFRATECH AND REAL ESTATE PRIVATELIMITED,Uttar Pradesh,2020-01-28,4
U74999UP2020PTC126254,OAKLAND BUSINESS SERVICES PRIVATELIMITED,Uttar Pradesh,2020-01-28,4
U29269UP2020PTC126234,NIKUMBLA CONCRETE INDIA PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U74999UP2020PTC126258,MORGAN TRIBUTE CONSULTING PRIVATELIMITED,Uttar Pradesh,2020-01-28,4
U29309UP2020PTC126284,EVERBRIGHT ENERGY -SAVING TECHNOLOGYPRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U74999UP2020PTC126285,MEVVIJ CONSULTANCY PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U31900UP2020PTC126257,FASTAN ELECTRIC PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U65929UP2020PLN126250,ARYA MANGAL NIDHI LIMITED,Uttar Pradesh,2020-01-28,4
U32309UP2020PTC126273,LADIAM PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U45500UP2020PTC126261,NEXGEN INDOZ PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U25209UP2020PTC126267,A.S.A. PLASTIC PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U74920UP2020PTC126281,AUXIA PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U70100UP2020PTC126259,OM FABRICATORS PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U72200UP2020PTC126270,QUICKMONEY TECHNOLOGY PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U93000UP2020PTC126236,TAXWAL INDIA PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U15400UP2020PTC126260,MAGICAL MOMOS PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U55209UP2020PTC126275,FIRST MEAL FOOD AND HOSPITALITY INDIAPRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U60200UP2020PTC126274,VAYUSUTA LOGISTIC PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U60231UP2020PTC126268,SHRI RB BULK CARRIER PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U63000UP2020PTC126229,RELIABLE MARINE AND TECHNICAL MANAGEMENTPRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U63000UP2020PTC126266,HIGHQ HOLIDAYS PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U63030UP2020PTC126226,TRIPCOPS PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U85190UP2020PTC126280,AR AWF RA PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U90002UP2020PTC126246,PRIMESEAL WATERPROOFING AND GENERALMAINTENANCE PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U52602UP2020PTC126262,TARVE MART PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U52609UP2020OPC126282,INSHA INDUSTRIES (OPC) PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U80100UP2020PTC126272,ATMABODH INNOVATION PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U33119UP2020PTC126264,LEMAN HEALTHCARE PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U74900UP2020PTC126233,AR COOLING SYSTEMS PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U15549UP2020PTC126245,FIPPLE 56 FOODS PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U15549UP2020PTC126263,JSM FOODS AND BEVERAGES PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U51909UP2020OPC126253,SUPRANSHU TRADE & MARKETING (OPC)PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U51909UP2020PTC126228,CHAK DE INDIA MULTITRADE PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U51909UP2020PTC126237,ABSS MARKETING PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U51909UP2020PTC126255,PETROGULF OIL PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U51909UP2020PTC126256,ADORACION INDIA PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U51909UP2020PTC126278,SRI MAHALAXMI UNIVERSE PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U65990UP2020PLN126232,VARSA NIDHI LIMITED,Uttar Pradesh,2020-01-28,4
U65999UP2020PLN126244,KASIA INDIA NIDHI LIMITED,Uttar Pradesh,2020-01-28,4
U72900UP2020OPC126276,DR STEVE TECHNOLOGY (OPC) PRIVATELIMITED,Uttar Pradesh,2020-01-28,4
U72900UP2020PTC126230,ARVADA EXCEL PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U72900UP2020PTC126242,PAISAGO TECHNOLOGY PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U72900UP2020PTC126249,AUTO RYTHM TECHNOLOGIES PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U72900UP2020PTC126269,GOMONEY TECHNOLOGY PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U72900UP2020PTC126279,WOOST INTERNET PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U72900UP2020PTC126283,INSTAMONEY TECHNOLOGY PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U73100UP2020PTC126238,AR INFINITY SOLUTIONS PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U45202UP2020PTC126271,AVYAYAH CONSTRUCTION BUILDER ANDDEVELOPERS PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U52100UP2020PTC126241,STOCKHOLM WATCHES PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U52200UP2020PTC126240,NORTHSTAR MULTICARE PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U52209UP2020PTC126251,SUZO DAILY NEEDS PRIVATE LIMITED,Uttar Pradesh,2020-01-28,4
U74999UP2020OPC126183,SANAV ENERGY (OPC) PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U01110UP2020PTC126220,GREEN BIOCROP PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U74999UP2020OPC126197,KAWALPATTI HUMAN RESOURCES SERVICE (OPC)PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U24110UP2020PTC126213,IGCS HERBS PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U74999UP2020PTC126176,FRUDENCE CONSULTING SERVICES PRIVATELIMITED,Uttar Pradesh,2020-01-27,5
U24240UP2020PTC126208,RAMAVI PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U74999UP2020PTC126181,UNIHUB EDUCATION PORTAL INDIA PRIVATELIMITED,Uttar Pradesh,2020-01-27,5
U24249UP2020PTC126202,VCORP FLAVOURS PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U74999UP2020PTC126203,VALE N DALE LIFE SCIENCE PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U24290UP2020PTC126217,BEZOND HIED PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U74999UP2020PTC126205,ANSHENG CHEMICAL INDUSTRY (INDIA)PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U70200UP2020PTC126194,KING PALACE INFRA PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U74999UP2020PTC126216,STYLE ZONE BABY PRODUCTS PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U28100UP2020PTC126193,CUSTOMISED STEEL BUILDING PRIVATELIMITED,Uttar Pradesh,2020-01-27,5
U45209UP2020PTC126201,AISAP BUILDER AND CONTRACTOR PRIVATELIMITED,Uttar Pradesh,2020-01-27,5
U28994UP2020PTC126198,NORTHSTONE BUILDTECH PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U45309UP2020OPC126186,DIVY CONTRACTOR & HR SERVICES (OPC)PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U28994UP2020PTC126199,KUANDKA STEELS PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U45400UP2020PTC126196,LOGIGO DEVELOPERS PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U31900UP2020PTC126224,KLITICS TECHNOLOGIES R&D INDIA PRIVATELIMITED,Uttar Pradesh,2020-01-27,5
U72500UP2020PTC126221,REFRAME REAL ESTATE PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U01409UP2020PTC126195,KAIMUP INTERNATIONAL PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U72501UP2020PTC126209,POPMONEY TECHNOLOGY PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U24304UP2020PTC126219,REHUMAN PHARMACEUTICALS PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U74994UP2020PTC126207,TRIVENIMALL PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U45100UP2020PTC126225,MANTRA KINGDOM PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U72200UP2020PTC126189,TECHNANZIA INFOTECH PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U72200UP2020PTC126215,ARAK ELITE PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U93090UP2020PTC126218,AB CROWN PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U93090UP2020PTC126223,EXPRESSAPP COMMUNICATIONS PRIVATELIMITED,Uttar Pradesh,2020-01-27,5
U15135UP2020PTC126182,TERRIFIC FOOD AND BEVERAGES PRIVATELIMITED,Uttar Pradesh,2020-01-27,5
U15141UP2020PTC126214,GRAMIN BAZAR MART PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U63030UP2020PTC126212,SUFI TRAVELS PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U52602UP2020PTC126204,S2S WHOLESALE PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U80901UP2020PTC126177,VIJSUN OVERSEAS EDUCATION INDIA PRIVATELIMITED,Uttar Pradesh,2020-01-27,5
U33112UP2020PTC126192,SEGMED PHARMACEUTICALS PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U15549UP2020PTC126206,XOXOCHEF PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U51909UP2020PTC126188,SHINAYA FURNITURE PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U65990UP2020PLN126179,SERV KALYAN VIKAS NIDHI LIMITED,Uttar Pradesh,2020-01-27,5
U65991UP2020PLN126190,KISAN SAMRIDDHI NIDHI LIMITED,Uttar Pradesh,2020-01-27,5
U72900UP2020PTC126184,VRYX FUTURETECH PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U72900UP2020PTC126185,OUR WORLD COMMUNICATION PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U72900UP2020PTC126187,INKUBIS SOLUTION PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U72900UP2020PTC126200,URBAN IT LABS PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U72900UP2020PTC126210,TECHOBRIE IT SERVICES PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U72900UP2020PTC126211,SYNTAXIVE TECHNOLOGIES PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U22219UP2020PTC126222,AAR SUPPLIER AND SERVICES PRIVATELIMITED,Uttar Pradesh,2020-01-27,5
U52190UP2020PTC126180,SCORPION SCOTSWAY PRIVATE LIMITED,Uttar Pradesh,2020-01-27,5
U52300UP2020PLC126191,LAYAGOLD LIMITED,Uttar Pradesh,2020-01-27,5
U01110UR2020PTC010738,FLORONA AGROCEUTICALS PRIVATE LIMITED,Uttaranchal,2020-01-31,1
U72900UR2020PTC010737,XFINITIVE IT SOLUTION PRIVATE LIMITED,Uttaranchal,2020-01-31,1
U74999UR2020PTC010736,COUNTRYLINK INFO TECH PRIVATE LIMITED,Uttaranchal,2020-01-31,1
U74999UR2020PTC010739,NATHULI GOLD AND DIAMOND IMPORT EXPORTPRIVATE LIMITED,Uttaranchal,2020-01-31,1
U74999UR2020PTC010740,NIRAJE SHOPPING PRIVATE LIMITED,Uttaranchal,2020-01-31,1
U33309UR2020PTC010732,APAI TECHNOLOGIES PRIVATE LIMITED,Uttaranchal,2020-01-30,2
U35999UR2020PTC010734,MUDGAL SONS PRIVATE LIMITED,Uttaranchal,2020-01-30,2
U40106UR2020PTC010730,NRS SOLAR ENERGY PRIVATE LIMITED,Uttaranchal,2020-01-30,2
U65999UR2020PTC010731,VAGA FINANCIAL SERVICES PRIVATE LIMITED,Uttaranchal,2020-01-30,2
U72900UR2020PTC010733,UNICART ETRADE PRIVATE LIMITED,Uttaranchal,2020-01-30,2
U63090UR2020OPC010735,EXCURSION EARTH (OPC) PRIVATE LIMITED,Uttaranchal,2020-01-30,2
U92419UR2020PTC010727,MAHEE CRICKET ACADEMY PRIVATE LIMITED,Uttaranchal,2020-01-29,3
U80903UR2020PTC010729,IMBA GLOBAL EDUCATION PRIVATE LIMITED,Uttaranchal,2020-01-29,3
U85100UR2020PTC010725,BIOKINESIS HEALTHCARE PRIVATE LIMITED,Uttaranchal,2020-01-29,3
U65929UR2020PLN010726,SNV BHAVISHYA NIDHI LIMITED,Uttaranchal,2020-01-29,3
U45309UR2020PTC010728,SHRI NITYANAND PAD CONSTRUCTION PRIVATELIMITED,Uttaranchal,2020-01-29,3
U24304UR2020PTC010722,CHALESFORD HEALTHCARE PRIVATE LIMITED,Uttaranchal,2020-01-28,4
U45100UR2020PTC010720,RAVINDRA RESORTS PRIVATE LIMITED,Uttaranchal,2020-01-28,4
U15100UR2020PTC010719,SEP AGRO PRIVATE LIMITED,Uttaranchal,2020-01-28,4
U35923UR2020PTC010721,TECHNOX OIL AND ENGINEERING PRIVATELIMITED,Uttaranchal,2020-01-28,4
U65999UR2020PLN010718,UUJJWAL SMALL CAPITA NIDHI LIMITED,Uttaranchal,2020-01-28,4
U74999UR2020OPC010724,DEV SHAGUN PRIME MARKETING (OPC) PRIVATELIMITED,Uttaranchal,2020-01-28,4
U74999UR2020PTC010723,SYGMOS TECHNOLOGIES PRIVATE LIMITED,Uttaranchal,2020-01-28,4
U24297UR2020PLC010714,TORENTO LABS LIMITED,Uttaranchal,2020-01-27,5
U51909UR2020PTC010713,RITUAL WINES AND TRADES PRIVATE LIMITED,Uttaranchal,2020-01-27,5
U65999UR2020PLN010716,SEVEN ASPIRE NIDHI LIMITED,Uttaranchal,2020-01-27,5
U74999UR2020PTC010712,LEGIS JURIS CONSULTANTS PRIVATE LIMITED,Uttaranchal,2020-01-27,5
U74999UR2020PTC010715,ALAGAD TECHNOLOGIES PRIVATE LIMITED,Uttaranchal,2020-01-27,5
U74999UR2020PTC010717,PRAVANYA SOLAR INDIA PRIVATE LIMITED,Uttaranchal,2020-01-27,5
U45209UR2020PTC010711,SHRI SIDDHNATH PROJECTS DEVELOPERSPRIVATE LIMITED,Uttaranchal,2020-01-27,5
U01110WB2020PTC236232,DEEPSHIKHA FARMER PRODUCER COMPANYLIMITED,West Bengal,2020-01-31,1
U21000WB2020PTC236206,GIPIDI BOX PRIVATE LIMITED,West Bengal,2020-01-31,1
U24100WB2020PTC236211,HUMAN BIOGENESIS PRIVATE LIMITED,West Bengal,2020-01-31,1
U51909WB2020OPC236230,ARISTIHOME INDIA (OPC) PRIVATE LIMITED,West Bengal,2020-01-31,1
U71290WB2020PTC236213,RKR WAREHOUSING PRIVATE LIMITED,West Bengal,2020-01-31,1
U51909WB2020PTC236217,DHOLI EXPORTS PRIVATE LIMITED,West Bengal,2020-01-31,1
U29306WB2020PTC236214,RELAX ELEVATOR PRIVATE LIMITED,West Bengal,2020-01-31,1
U52200WB2020PTC236227,DELTA ASSOCIATES PRIVATE LIMITED,West Bengal,2020-01-31,1
U74140WB2020PTC236229,WHITE OWL CAPITAL PRIVATE LIMITED,West Bengal,2020-01-31,1
U01400WB2020PTC236219,SRIJANEE GRAM UNNAYAN PRODUCER COMPANYLIMITED,West Bengal,2020-01-31,1
U05000WB2020PTC236208,NITANDITA AGRI AND FISHERY SERVICESPRIVATE LIMITED,West Bengal,2020-01-31,1
U05000WB2020PTC236216,SOUMAK FLOATING FEED MILLS PRIVATELIMITED,West Bengal,2020-01-31,1
U51220WB2020PTC236212,ORGANOZ PRIVATE LIMITED,West Bengal,2020-01-31,1
U72200WB2020PTC236209,ACROTIC SERVICES PRIVATE LIMITED,West Bengal,2020-01-31,1
U93090WB2020PTC236223,SD FREIGHT INDIA LOGISTICS PRIVATELIMITED,West Bengal,2020-01-31,1
U15100WB2020PTC236224,AIRSON OILS PRIVATE LIMITED,West Bengal,2020-01-31,1
U15400WB2020PTC236225,NEXTLIFE MARKETING PRIVATE LIMITED,West Bengal,2020-01-31,1
U85300WB2020NPL236218,KICHHUKHON BEING WE TOGETHER FOUNDATION,West Bengal,2020-01-31,1
U55101WB2020PTC236222,SASS HOTELS & RESORTS PRIVATE LIMITED,West Bengal,2020-01-31,1
U74999WB2020PTC236234,USHOS TALENT MENTORSHIP PRIVATE LIMITED,West Bengal,2020-01-31,1
U80100WB2020NPL236207,SHRADDHA SHARMA FOUNDATION,West Bengal,2020-01-31,1
U85100WB2020PTC236215,ASHA MEDICURE AND RESEARCH PRIVATELIMITED,West Bengal,2020-01-31,1
U36999WB2020PTC236210,USHA GALVANIZING WORKS PRIVATE LIMITED,West Bengal,2020-01-31,1
U17299WB2020PTC236231,BLOOMTAIL BRANDS PRIVATE LIMITED,West Bengal,2020-01-31,1
U18100WB2020PTC236221,AMBEMATA LIFESTYLE PRIVATE LIMITED,West Bengal,2020-01-31,1
U66000WB2020PTC236228,LSFS IMF PRIVATE LIMITED,West Bengal,2020-01-31,1
U67100WB2020PTC236205,SUVANKAR FOREX PRIVATE LIMITED,West Bengal,2020-01-31,1
U72900WB2020PTC236220,RSNRED PRIVATE LIMITED,West Bengal,2020-01-31,1
U72900WB2020PTC236233,MOTNED TRADERS PRIVATE LIMITED,West Bengal,2020-01-31,1
U51909WB2020PTC236201,AFIFA LEATHER EXPORTS PRIVATE LIMITED,West Bengal,2020-01-30,2
U01100WB2020PTC236191,DEKRITI AGRI ACQUA PRIVATE LIMITED,West Bengal,2020-01-30,2
U64200WB2020PTC236204,RIKAS TELECOM & DESTRIBUTION PRIVATELIMITED,West Bengal,2020-01-30,2
U01100WB2020PTC236196,SABUJAYAN FARMERS PRODUCER COMPANYLIMITED,West Bengal,2020-01-30,2
U65929WB2020PLN236193,PUSHPA PRAYAS NIDHI LIMITED,West Bengal,2020-01-30,2
U24230WB2020PTC236192,SSHN RESEARCH & DEVELOPMENT PRIVATELIMITED,West Bengal,2020-01-30,2
U70200WB2020PTC236199,BAUDDHABANGA REAL ESTATE PRIVATE LIMITED,West Bengal,2020-01-30,2
U28990WB2020PTC236203,VICTRONIX SYSTEMS PRIVATE LIMITED,West Bengal,2020-01-30,2
U27100WB2020PTC236195,WORLD VITTAJA PRIVATE LIMITED,West Bengal,2020-01-30,2
U74999WB2020PTC236189,RANGARANI INFRATECH PRIVATE LIMITED,West Bengal,2020-01-30,2
U74999WB2020PTC236194,CMS UDYOG PRIVATE LIMITED,West Bengal,2020-01-30,2
U74999WB2020PTC236198,AUGHT CONSULTING SERVICES PRIVATELIMITED,West Bengal,2020-01-30,2
U74999WB2020PTC236202,SUSSRUT RESEARCH PRIVATE LIMITED,West Bengal,2020-01-30,2
U36994WB2020PTC236190,PRITAM INDUSTRIES PRIVATE LIMITED,West Bengal,2020-01-30,2
U15549WB2020PTC236200,CHIPSLITE FOOD PRODUCTS PRIVATE LIMITED,West Bengal,2020-01-30,2
U65999WB2020PLN236197,LMPROMOTE NIDHI LIMITED,West Bengal,2020-01-30,2
U51909WB2020PTC236168,TRANZEXCO TRADE PRIVATE LIMITED,West Bengal,2020-01-29,3
